"Step","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_9_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_9_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_9_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_8_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_8_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_8_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_7_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_7_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_7_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_6_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_6_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_6_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_5_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_5_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_5_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_4_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_4_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_4_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_3_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_3_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_3_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_2_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_2_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_2_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_1_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_1_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_1_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_0_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_0_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_0_contcorrect_True - current_best_fitness__MAX"
"1038","-186.578125","-186.578125","-186.578125","-89.9375","-89.9375","-89.9375","-149.7109375","-149.7109375","-149.7109375","-200","-200","-200","-169.921875","-169.921875","-169.921875","-181.6328125","-181.6328125","-181.6328125","-110.5234375","-110.5234375","-110.5234375","-118.8359375","-118.8359375","-118.8359375","-99.6171875","-99.6171875","-99.6171875","-200","-200","-200"
"1039","-179.8046875","-179.8046875","-179.8046875","-89.1875","-89.1875","-89.1875","-144.03125","-144.03125","-144.03125","-200","-200","-200","-173.5625","-173.5625","-173.5625","-164","-164","-164","-93.6875","-93.6875","-93.6875","-110.4453125","-110.4453125","-110.4453125","-90.3828125","-90.3828125","-90.3828125","-200","-200","-200"
"1040","-175.09375","-175.09375","-175.09375","-90.1171875","-90.1171875","-90.1171875","-151.453125","-151.453125","-151.453125","-200","-200","-200","-174.3203125","-174.3203125","-174.3203125","-158.4765625","-158.4765625","-158.4765625","-93.1015625","-93.1015625","-93.1015625","-113.1640625","-113.1640625","-113.1640625","-93.8984375","-93.8984375","-93.8984375","-200","-200","-200"
"1041","-181.8828125","-181.8828125","-181.8828125","-90.6015625","-90.6015625","-90.6015625","-152.65625","-152.65625","-152.65625","-200","-200","-200","-173.40625","-173.40625","-173.40625","-158.0625","-158.0625","-158.0625","-90.71875","-90.71875","-90.71875","-110.234375","-110.234375","-110.234375","-99.5234375","-99.5234375","-99.5234375","-200","-200","-200"
"1042","-185.2421875","-185.2421875","-185.2421875","-91.6328125","-91.6328125","-91.6328125","-154.3828125","-154.3828125","-154.3828125","-200","-200","-200","-172.265625","-172.265625","-172.265625","-170.7578125","-170.7578125","-170.7578125","-91.3203125","-91.3203125","-91.3203125","-120.328125","-120.328125","-120.328125","-91.1171875","-91.1171875","-91.1171875","-200","-200","-200"
"1043","-191.4921875","-191.4921875","-191.4921875","-88.296875","-88.296875","-88.296875","-151.8046875","-151.8046875","-151.8046875","-200","-200","-200","-175.0625","-175.0625","-175.0625","-174.671875","-174.671875","-174.671875","-88.4609375","-88.4609375","-88.4609375","-119.7734375","-119.7734375","-119.7734375","-93.703125","-93.703125","-93.703125","-200","-200","-200"
"1044","-190.8125","-190.8125","-190.8125","-88.5078125","-88.5078125","-88.5078125","-140.2421875","-140.2421875","-140.2421875","-200","-200","-200","-177.296875","-177.296875","-177.296875","-171.1640625","-171.1640625","-171.1640625","-92.921875","-92.921875","-92.921875","-127.2734375","-127.2734375","-127.2734375","-88.9453125","-88.9453125","-88.9453125","-200","-200","-200"
"1045","-189.0859375","-189.0859375","-189.0859375","-88.96875","-88.96875","-88.96875","-133.6875","-133.6875","-133.6875","-200","-200","-200","-178.796875","-178.796875","-178.796875","-155.0078125","-155.0078125","-155.0078125","-90.671875","-90.671875","-90.671875","-110.3046875","-110.3046875","-110.3046875","-90.3046875","-90.3046875","-90.3046875","-200","-200","-200"
"1046","-178.71875","-178.71875","-178.71875","-87.5625","-87.5625","-87.5625","-134.59375","-134.59375","-134.59375","-200","-200","-200","-184.2109375","-184.2109375","-184.2109375","-154.5","-154.5","-154.5","-91.4453125","-91.4453125","-91.4453125","-114.4609375","-114.4609375","-114.4609375","-97.375","-97.375","-97.375","-200","-200","-200"
"1047","-186.765625","-186.765625","-186.765625","-88.0546875","-88.0546875","-88.0546875","-138.9140625","-138.9140625","-138.9140625","-200","-200","-200","-188.234375","-188.234375","-188.234375","-145.3203125","-145.3203125","-145.3203125","-91.046875","-91.046875","-91.046875","-121.796875","-121.796875","-121.796875","-91.3125","-91.3125","-91.3125","-200","-200","-200"
"1048","-184.0859375","-184.0859375","-184.0859375","-83.2421875","-83.2421875","-83.2421875","-151.0859375","-151.0859375","-151.0859375","-200","-200","-200","-186.7734375","-186.7734375","-186.7734375","-149.2734375","-149.2734375","-149.2734375","-94.0703125","-94.0703125","-94.0703125","-108.21875","-108.21875","-108.21875","-89.328125","-89.328125","-89.328125","-200","-200","-200"
"1049","-191.0703125","-191.0703125","-191.0703125","-87.171875","-87.171875","-87.171875","-130.0546875","-130.0546875","-130.0546875","-200","-200","-200","-183.6875","-183.6875","-183.6875","-139.625","-139.625","-139.625","-91.96875","-91.96875","-91.96875","-114.609375","-114.609375","-114.609375","-88.7578125","-88.7578125","-88.7578125","-200","-200","-200"
"1050","-188.4296875","-188.4296875","-188.4296875","-88.6796875","-88.6796875","-88.6796875","-139.9296875","-139.9296875","-139.9296875","-200","-200","-200","-184.2421875","-184.2421875","-184.2421875","-144.7578125","-144.7578125","-144.7578125","-91.875","-91.875","-91.875","-107.6875","-107.6875","-107.6875","-88.7265625","-88.7265625","-88.7265625","-200","-200","-200"
"1051","-194.53125","-194.53125","-194.53125","-86.828125","-86.828125","-86.828125","-138.953125","-138.953125","-138.953125","-200","-200","-200","-181.9140625","-181.9140625","-181.9140625","-149.6953125","-149.6953125","-149.6953125","-92.9765625","-92.9765625","-92.9765625","-107.828125","-107.828125","-107.828125","-89.40625","-89.40625","-89.40625","-200","-200","-200"
"1052","-188.96875","-188.96875","-188.96875","-88.9453125","-88.9453125","-88.9453125","-140.546875","-140.546875","-140.546875","-200","-200","-200","-181.46875","-181.46875","-181.46875","-154.4296875","-154.4296875","-154.4296875","-90.0859375","-90.0859375","-90.0859375","-108.5078125","-108.5078125","-108.5078125","-89.21875","-89.21875","-89.21875","-200","-200","-200"
"1053","-190.3671875","-190.3671875","-190.3671875","-85.046875","-85.046875","-85.046875","-143.8125","-143.8125","-143.8125","-200","-200","-200","-174.578125","-174.578125","-174.578125","-164.1875","-164.1875","-164.1875","-93.546875","-93.546875","-93.546875","-106.984375","-106.984375","-106.984375","-87.984375","-87.984375","-87.984375","-200","-200","-200"
"1054","-194.953125","-194.953125","-194.953125","-89.265625","-89.265625","-89.265625","-135.4609375","-135.4609375","-135.4609375","-200","-200","-200","-177.0859375","-177.0859375","-177.0859375","-157.1640625","-157.1640625","-157.1640625","-90.0546875","-90.0546875","-90.0546875","-105.171875","-105.171875","-105.171875","-88.9296875","-88.9296875","-88.9296875","-200","-200","-200"
"1055","-196.5546875","-196.5546875","-196.5546875","-90.1953125","-90.1953125","-90.1953125","-140.7734375","-140.7734375","-140.7734375","-200","-200","-200","-173.703125","-173.703125","-173.703125","-159.515625","-159.515625","-159.515625","-91.6953125","-91.6953125","-91.6953125","-105.25","-105.25","-105.25","-89.1328125","-89.1328125","-89.1328125","-200","-200","-200"
"1056","-196.0234375","-196.0234375","-196.0234375","-85.1484375","-85.1484375","-85.1484375","-120.7734375","-120.7734375","-120.7734375","-200","-200","-200","-172.5390625","-172.5390625","-172.5390625","-143.921875","-143.921875","-143.921875","-89.3046875","-89.3046875","-89.3046875","-103.3515625","-103.3515625","-103.3515625","-84.59375","-84.59375","-84.59375","-200","-200","-200"
"1057","-196.75","-196.75","-196.75","-87.6328125","-87.6328125","-87.6328125","-128.9609375","-128.9609375","-128.9609375","-200","-200","-200","-175.390625","-175.390625","-175.390625","-146.640625","-146.640625","-146.640625","-89.625","-89.625","-89.625","-104.671875","-104.671875","-104.671875","-89.4921875","-89.4921875","-89.4921875","-200","-200","-200"
"1058","-193.4921875","-193.4921875","-193.4921875","-86.8828125","-86.8828125","-86.8828125","-134.40625","-134.40625","-134.40625","-200","-200","-200","-172.6171875","-172.6171875","-172.6171875","-136.078125","-136.078125","-136.078125","-90.984375","-90.984375","-90.984375","-104.0234375","-104.0234375","-104.0234375","-83.828125","-83.828125","-83.828125","-200","-200","-200"
"1059","-198.875","-198.875","-198.875","-90.3515625","-90.3515625","-90.3515625","-137.5","-137.5","-137.5","-200","-200","-200","-177.7890625","-177.7890625","-177.7890625","-138.2109375","-138.2109375","-138.2109375","-94.9296875","-94.9296875","-94.9296875","-107.8984375","-107.8984375","-107.8984375","-85.7421875","-85.7421875","-85.7421875","-200","-200","-200"
"1060","-198.1875","-198.1875","-198.1875","-87.6015625","-87.6015625","-87.6015625","-124.8359375","-124.8359375","-124.8359375","-200","-200","-200","-177.921875","-177.921875","-177.921875","-141.8125","-141.8125","-141.8125","-94.65625","-94.65625","-94.65625","-105.4921875","-105.4921875","-105.4921875","-89.328125","-89.328125","-89.328125","-200","-200","-200"
"1061","-198.40625","-198.40625","-198.40625","-89.1640625","-89.1640625","-89.1640625","-114.7109375","-114.7109375","-114.7109375","-200","-200","-200","-174.484375","-174.484375","-174.484375","-136.3671875","-136.3671875","-136.3671875","-94.9453125","-94.9453125","-94.9453125","-105.6015625","-105.6015625","-105.6015625","-86.0625","-86.0625","-86.0625","-200","-200","-200"
"1062","-198","-198","-198","-88.453125","-88.453125","-88.453125","-122.8359375","-122.8359375","-122.8359375","-200","-200","-200","-173.8671875","-173.8671875","-173.8671875","-133.8984375","-133.8984375","-133.8984375","-91.9453125","-91.9453125","-91.9453125","-107.3984375","-107.3984375","-107.3984375","-84.609375","-84.609375","-84.609375","-200","-200","-200"
"1063","-198.7265625","-198.7265625","-198.7265625","-86.9375","-86.9375","-86.9375","-114.28125","-114.28125","-114.28125","-200","-200","-200","-177.0390625","-177.0390625","-177.0390625","-139.453125","-139.453125","-139.453125","-92.5234375","-92.5234375","-92.5234375","-101.03125","-101.03125","-101.03125","-82.953125","-82.953125","-82.953125","-200","-200","-200"
"1064","-198.3984375","-198.3984375","-198.3984375","-86.671875","-86.671875","-86.671875","-110.8203125","-110.8203125","-110.8203125","-200","-200","-200","-178.078125","-178.078125","-178.078125","-141.0859375","-141.0859375","-141.0859375","-92.3515625","-92.3515625","-92.3515625","-101.265625","-101.265625","-101.265625","-91.21875","-91.21875","-91.21875","-200","-200","-200"
"1065","-198.2890625","-198.2890625","-198.2890625","-85.671875","-85.671875","-85.671875","-114.3125","-114.3125","-114.3125","-200","-200","-200","-172.9296875","-172.9296875","-172.9296875","-137.21875","-137.21875","-137.21875","-91.046875","-91.046875","-91.046875","-109.375","-109.375","-109.375","-90.375","-90.375","-90.375","-200","-200","-200"
"1066","-196.6484375","-196.6484375","-196.6484375","-86.96875","-86.96875","-86.96875","-110.421875","-110.421875","-110.421875","-200","-200","-200","-174.59375","-174.59375","-174.59375","-163.8203125","-163.8203125","-163.8203125","-93.2109375","-93.2109375","-93.2109375","-105.34375","-105.34375","-105.34375","-90.515625","-90.515625","-90.515625","-200","-200","-200"
"1067","-189.625","-189.625","-189.625","-86.8984375","-86.8984375","-86.8984375","-108.8125","-108.8125","-108.8125","-200","-200","-200","-173.359375","-173.359375","-173.359375","-156.4140625","-156.4140625","-156.4140625","-95.21875","-95.21875","-95.21875","-125.0390625","-125.0390625","-125.0390625","-86.0625","-86.0625","-86.0625","-200","-200","-200"
"1068","-195.3203125","-195.3203125","-195.3203125","-88.9921875","-88.9921875","-88.9921875","-115.578125","-115.578125","-115.578125","-200","-200","-200","-177.3515625","-177.3515625","-177.3515625","-147.828125","-147.828125","-147.828125","-94.671875","-94.671875","-94.671875","-133.109375","-133.109375","-133.109375","-84.65625","-84.65625","-84.65625","-200","-200","-200"
"1069","-182.53125","-182.53125","-182.53125","-86.046875","-86.046875","-86.046875","-119.3046875","-119.3046875","-119.3046875","-200","-200","-200","-175.171875","-175.171875","-175.171875","-141.109375","-141.109375","-141.109375","-91.6484375","-91.6484375","-91.6484375","-119.5390625","-119.5390625","-119.5390625","-86.0078125","-86.0078125","-86.0078125","-200","-200","-200"
"1070","-184.546875","-184.546875","-184.546875","-87.4921875","-87.4921875","-87.4921875","-118.9765625","-118.9765625","-118.9765625","-200","-200","-200","-176.71875","-176.71875","-176.71875","-155.6484375","-155.6484375","-155.6484375","-97.8984375","-97.8984375","-97.8984375","-126.328125","-126.328125","-126.328125","-86.7578125","-86.7578125","-86.7578125","-200","-200","-200"
"1071","-184.4375","-184.4375","-184.4375","-88.0234375","-88.0234375","-88.0234375","-124.6015625","-124.6015625","-124.6015625","-200","-200","-200","-174.4765625","-174.4765625","-174.4765625","-147.0234375","-147.0234375","-147.0234375","-100.234375","-100.234375","-100.234375","-120.2890625","-120.2890625","-120.2890625","-85.0703125","-85.0703125","-85.0703125","-200","-200","-200"
"1072","-185.796875","-185.796875","-185.796875","-87.09375","-87.09375","-87.09375","-132.46875","-132.46875","-132.46875","-200","-200","-200","-178.828125","-178.828125","-178.828125","-129.15625","-129.15625","-129.15625","-98.3671875","-98.3671875","-98.3671875","-122.734375","-122.734375","-122.734375","-85.4609375","-85.4609375","-85.4609375","-200","-200","-200"
"1073","-187.15625","-187.15625","-187.15625","-85.5859375","-85.5859375","-85.5859375","-131.625","-131.625","-131.625","-200","-200","-200","-173.1640625","-173.1640625","-173.1640625","-133.6953125","-133.6953125","-133.6953125","-98.7578125","-98.7578125","-98.7578125","-119.3515625","-119.3515625","-119.3515625","-90.28125","-90.28125","-90.28125","-200","-200","-200"
"1074","-195.3515625","-195.3515625","-195.3515625","-87.859375","-87.859375","-87.859375","-127.59375","-127.59375","-127.59375","-200","-200","-200","-172.3125","-172.3125","-172.3125","-132.125","-132.125","-132.125","-96.9375","-96.9375","-96.9375","-124.828125","-124.828125","-124.828125","-87.5703125","-87.5703125","-87.5703125","-200","-200","-200"
"1075","-193.8046875","-193.8046875","-193.8046875","-85.421875","-85.421875","-85.421875","-129.140625","-129.140625","-129.140625","-200","-200","-200","-169.1484375","-169.1484375","-169.1484375","-134.71875","-134.71875","-134.71875","-97.5546875","-97.5546875","-97.5546875","-131.7265625","-131.7265625","-131.7265625","-87.8984375","-87.8984375","-87.8984375","-200","-200","-200"
"1076","-189.78125","-189.78125","-189.78125","-89.34375","-89.34375","-89.34375","-129.703125","-129.703125","-129.703125","-200","-200","-200","-172.0625","-172.0625","-172.0625","-129.6015625","-129.6015625","-129.6015625","-97.1796875","-97.1796875","-97.1796875","-128.6953125","-128.6953125","-128.6953125","-84.3828125","-84.3828125","-84.3828125","-200","-200","-200"
"1077","-197.53125","-197.53125","-197.53125","-85","-85","-85","-131.9453125","-131.9453125","-131.9453125","-200","-200","-200","-170.6328125","-170.6328125","-170.6328125","-128.40625","-128.40625","-128.40625","-96.5546875","-96.5546875","-96.5546875","-120.2578125","-120.2578125","-120.2578125","-82.953125","-82.953125","-82.953125","-200","-200","-200"
"1078","-195.7734375","-195.7734375","-195.7734375","-84.4609375","-84.4609375","-84.4609375","-133.1640625","-133.1640625","-133.1640625","-200","-200","-200","-169.40625","-169.40625","-169.40625","-126.78125","-126.78125","-126.78125","-93.0703125","-93.0703125","-93.0703125","-115.6796875","-115.6796875","-115.6796875","-85.75","-85.75","-85.75","-200","-200","-200"
"1079","-192.34375","-192.34375","-192.34375","-89.484375","-89.484375","-89.484375","-129.8203125","-129.8203125","-129.8203125","-200","-200","-200","-172.7734375","-172.7734375","-172.7734375","-129.078125","-129.078125","-129.078125","-94.328125","-94.328125","-94.328125","-114.4140625","-114.4140625","-114.4140625","-87.4765625","-87.4765625","-87.4765625","-200","-200","-200"
"1080","-191.046875","-191.046875","-191.046875","-87.4375","-87.4375","-87.4375","-123.296875","-123.296875","-123.296875","-200","-200","-200","-169.2265625","-169.2265625","-169.2265625","-131.0546875","-131.0546875","-131.0546875","-95.4453125","-95.4453125","-95.4453125","-111.890625","-111.890625","-111.890625","-83.7734375","-83.7734375","-83.7734375","-200","-200","-200"
"1081","-186.6328125","-186.6328125","-186.6328125","-89.5546875","-89.5546875","-89.5546875","-120.3515625","-120.3515625","-120.3515625","-200","-200","-200","-168.703125","-168.703125","-168.703125","-134.4296875","-134.4296875","-134.4296875","-96.3671875","-96.3671875","-96.3671875","-106.6796875","-106.6796875","-106.6796875","-84.2734375","-84.2734375","-84.2734375","-200","-200","-200"
"1082","-182.875","-182.875","-182.875","-88.3046875","-88.3046875","-88.3046875","-121.8046875","-121.8046875","-121.8046875","-200","-200","-200","-164.859375","-164.859375","-164.859375","-131.84375","-131.84375","-131.84375","-91.6171875","-91.6171875","-91.6171875","-110.2421875","-110.2421875","-110.2421875","-87.703125","-87.703125","-87.703125","-200","-200","-200"
"1083","-185.734375","-185.734375","-185.734375","-89.1953125","-89.1953125","-89.1953125","-128.8828125","-128.8828125","-128.8828125","-200","-200","-200","-168.53125","-168.53125","-168.53125","-115.8515625","-115.8515625","-115.8515625","-92.5546875","-92.5546875","-92.5546875","-104.671875","-104.671875","-104.671875","-84.9375","-84.9375","-84.9375","-200","-200","-200"
"1084","-180.1484375","-180.1484375","-180.1484375","-89.328125","-89.328125","-89.328125","-120.96875","-120.96875","-120.96875","-200","-200","-200","-170.25","-170.25","-170.25","-113.625","-113.625","-113.625","-94.71875","-94.71875","-94.71875","-113.125","-113.125","-113.125","-86.7578125","-86.7578125","-86.7578125","-200","-200","-200"
"1085","-176.3359375","-176.3359375","-176.3359375","-92.1875","-92.1875","-92.1875","-124.875","-124.875","-124.875","-200","-200","-200","-173.9375","-173.9375","-173.9375","-112.28125","-112.28125","-112.28125","-94.4609375","-94.4609375","-94.4609375","-118.765625","-118.765625","-118.765625","-86.625","-86.625","-86.625","-200","-200","-200"
"1086","-183.171875","-183.171875","-183.171875","-86.9609375","-86.9609375","-86.9609375","-136.5703125","-136.5703125","-136.5703125","-200","-200","-200","-170.28125","-170.28125","-170.28125","-111.40625","-111.40625","-111.40625","-97.640625","-97.640625","-97.640625","-113.0078125","-113.0078125","-113.0078125","-87.6875","-87.6875","-87.6875","-200","-200","-200"
"1087","-186.234375","-186.234375","-186.234375","-86.5","-86.5","-86.5","-131.3671875","-131.3671875","-131.3671875","-200","-200","-200","-169.171875","-169.171875","-169.171875","-109.5625","-109.5625","-109.5625","-95.3515625","-95.3515625","-95.3515625","-129.9453125","-129.9453125","-129.9453125","-83.953125","-83.953125","-83.953125","-200","-200","-200"
"1088","-179.4453125","-179.4453125","-179.4453125","-86.1015625","-86.1015625","-86.1015625","-128.4609375","-128.4609375","-128.4609375","-200","-200","-200","-172.7890625","-172.7890625","-172.7890625","-121.125","-121.125","-121.125","-96.5703125","-96.5703125","-96.5703125","-129.734375","-129.734375","-129.734375","-90.3828125","-90.3828125","-90.3828125","-200","-200","-200"
"1089","-191.1171875","-191.1171875","-191.1171875","-87.046875","-87.046875","-87.046875","-133.7265625","-133.7265625","-133.7265625","-200","-200","-200","-168.28125","-168.28125","-168.28125","-121.421875","-121.421875","-121.421875","-94.0625","-94.0625","-94.0625","-129.875","-129.875","-129.875","-85.9609375","-85.9609375","-85.9609375","-200","-200","-200"
"1090","-180.9453125","-180.9453125","-180.9453125","-86.4765625","-86.4765625","-86.4765625","-115.484375","-115.484375","-115.484375","-200","-200","-200","-172.984375","-172.984375","-172.984375","-129.4765625","-129.4765625","-129.4765625","-93.3515625","-93.3515625","-93.3515625","-138.296875","-138.296875","-138.296875","-86.8203125","-86.8203125","-86.8203125","-200","-200","-200"
"1091","-190.359375","-190.359375","-190.359375","-89.546875","-89.546875","-89.546875","-122.921875","-122.921875","-122.921875","-200","-200","-200","-173.9765625","-173.9765625","-173.9765625","-128.25","-128.25","-128.25","-99.46875","-99.46875","-99.46875","-136.0390625","-136.0390625","-136.0390625","-89.6328125","-89.6328125","-89.6328125","-200","-200","-200"
"1092","-177.09375","-177.09375","-177.09375","-85.546875","-85.546875","-85.546875","-126.3046875","-126.3046875","-126.3046875","-200","-200","-200","-176.5078125","-176.5078125","-176.5078125","-122.3984375","-122.3984375","-122.3984375","-92.7265625","-92.7265625","-92.7265625","-151.578125","-151.578125","-151.578125","-83.671875","-83.671875","-83.671875","-200","-200","-200"
"1093","-179.1640625","-179.1640625","-179.1640625","-89.4765625","-89.4765625","-89.4765625","-133.421875","-133.421875","-133.421875","-200","-200","-200","-170.65625","-170.65625","-170.65625","-128.90625","-128.90625","-128.90625","-96.0546875","-96.0546875","-96.0546875","-142.109375","-142.109375","-142.109375","-86.671875","-86.671875","-86.671875","-200","-200","-200"
"1094","-171.265625","-171.265625","-171.265625","-87.921875","-87.921875","-87.921875","-132.21875","-132.21875","-132.21875","-200","-200","-200","-174.1953125","-174.1953125","-174.1953125","-138.609375","-138.609375","-138.609375","-95.53125","-95.53125","-95.53125","-157.5078125","-157.5078125","-157.5078125","-88.96875","-88.96875","-88.96875","-200","-200","-200"
"1095","-162.1328125","-162.1328125","-162.1328125","-90.28125","-90.28125","-90.28125","-130.109375","-130.109375","-130.109375","-200","-200","-200","-179.1484375","-179.1484375","-179.1484375","-145.703125","-145.703125","-145.703125","-94.4609375","-94.4609375","-94.4609375","-147.1484375","-147.1484375","-147.1484375","-81.859375","-81.859375","-81.859375","-200","-200","-200"
"1096","-169.8046875","-169.8046875","-169.8046875","-87.0078125","-87.0078125","-87.0078125","-122.890625","-122.890625","-122.890625","-200","-200","-200","-178.2890625","-178.2890625","-178.2890625","-142.7734375","-142.7734375","-142.7734375","-94.359375","-94.359375","-94.359375","-152.2890625","-152.2890625","-152.2890625","-85.25","-85.25","-85.25","-200","-200","-200"
"1097","-156.28125","-156.28125","-156.28125","-88.3828125","-88.3828125","-88.3828125","-124.7265625","-124.7265625","-124.7265625","-200","-200","-200","-174.1875","-174.1875","-174.1875","-133.828125","-133.828125","-133.828125","-100.796875","-100.796875","-100.796875","-142.8984375","-142.8984375","-142.8984375","-85.5625","-85.5625","-85.5625","-200","-200","-200"
"1098","-160.484375","-160.484375","-160.484375","-88.8046875","-88.8046875","-88.8046875","-118.828125","-118.828125","-118.828125","-200","-200","-200","-176.5078125","-176.5078125","-176.5078125","-138.453125","-138.453125","-138.453125","-97.03125","-97.03125","-97.03125","-131.7734375","-131.7734375","-131.7734375","-86.1640625","-86.1640625","-86.1640625","-200","-200","-200"
"1099","-157.21875","-157.21875","-157.21875","-85.609375","-85.609375","-85.609375","-116.140625","-116.140625","-116.140625","-200","-200","-200","-184.6875","-184.6875","-184.6875","-131.71875","-131.71875","-131.71875","-99.5234375","-99.5234375","-99.5234375","-126.140625","-126.140625","-126.140625","-91.625","-91.625","-91.625","-200","-200","-200"
"1100","-170.1953125","-170.1953125","-170.1953125","-87.734375","-87.734375","-87.734375","-117","-117","-117","-200","-200","-200","-184.6640625","-184.6640625","-184.6640625","-136.5546875","-136.5546875","-136.5546875","-96.984375","-96.984375","-96.984375","-127.28125","-127.28125","-127.28125","-86.0625","-86.0625","-86.0625","-200","-200","-200"
"1101","-200","-200","-200","-200","-200","-200","-112.71875","-112.71875","-112.71875","-200","-200","-200","-197.1953125","-197.1953125","-197.1953125","-200","-200","-200","-98.265625","-98.265625","-98.265625","-129.0859375","-129.0859375","-129.0859375","-120.3984375","-120.3984375","-120.3984375","-200","-200","-200"
"1102","-200","-200","-200","-200","-200","-200","-114.3671875","-114.3671875","-114.3671875","-200","-200","-200","-198.0390625","-198.0390625","-198.0390625","-200","-200","-200","-98.203125","-98.203125","-98.203125","-132.953125","-132.953125","-132.953125","-126.9609375","-126.9609375","-126.9609375","-200","-200","-200"
"1103","-200","-200","-200","-200","-200","-200","-108.9296875","-108.9296875","-108.9296875","-200","-200","-200","-198.5703125","-198.5703125","-198.5703125","-200","-200","-200","-103.5859375","-103.5859375","-103.5859375","-137.6640625","-137.6640625","-137.6640625","-105.9921875","-105.9921875","-105.9921875","-200","-200","-200"
"1104","-200","-200","-200","-200","-200","-200","-110.15625","-110.15625","-110.15625","-200","-200","-200","-198.390625","-198.390625","-198.390625","-200","-200","-200","-101.796875","-101.796875","-101.796875","-132.78125","-132.78125","-132.78125","-108.359375","-108.359375","-108.359375","-200","-200","-200"
"1105","-200","-200","-200","-200","-200","-200","-109.640625","-109.640625","-109.640625","-200","-200","-200","-199.4296875","-199.4296875","-199.4296875","-200","-200","-200","-103.3125","-103.3125","-103.3125","-137.1015625","-137.1015625","-137.1015625","-117.6171875","-117.6171875","-117.6171875","-200","-200","-200"
