"Step","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_9_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_9_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_9_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_8_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_8_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_8_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_7_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_7_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_7_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_6_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_6_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_6_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_5_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_5_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_5_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_4_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_4_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_4_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_3_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_3_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_3_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_2_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_2_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_2_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_1_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_1_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_1_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_0_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_0_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_0_contcorrect_True - current_best_fitness__MAX"
"395","20.671875","20.671875","20.671875","96.453125","96.453125","96.453125","9.5625","9.5625","9.5625","12.1484375","12.1484375","12.1484375","9.96875","9.96875","9.96875","12.25","12.25","12.25","12.046875","12.046875","12.046875","102.3828125","102.3828125","102.3828125","9.609375","9.609375","9.609375","9.5234375","9.5234375","9.5234375"
"396","51.75","51.75","51.75","200","200","200","9.90625","9.90625","9.90625","61.9453125","61.9453125","61.9453125","10.140625","10.140625","10.140625","18.6484375","18.6484375","18.6484375","24.453125","24.453125","24.453125","9.34375","9.34375","9.34375","88.0625","88.0625","88.0625","11.578125","11.578125","11.578125"
"397","51.5390625","51.5390625","51.5390625","200","200","200","9.6171875","9.6171875","9.6171875","41.734375","41.734375","41.734375","10.0859375","10.0859375","10.0859375","21.234375","21.234375","21.234375","20.3828125","20.3828125","20.3828125","9.3203125","9.3203125","9.3203125","85","85","85","11.6171875","11.6171875","11.6171875"
"398","42.8046875","42.8046875","42.8046875","199.9921875","199.9921875","199.9921875","11.390625","11.390625","11.390625","59.1640625","59.1640625","59.1640625","10.328125","10.328125","10.328125","21.3046875","21.3046875","21.3046875","20.0234375","20.0234375","20.0234375","9.3125","9.3125","9.3125","93.609375","93.609375","93.609375","11.421875","11.421875","11.421875"
"399","61.09375","61.09375","61.09375","200","200","200","14.40625","14.40625","14.40625","74.578125","74.578125","74.578125","10.09375","10.09375","10.09375","17.8515625","17.8515625","17.8515625","11.3515625","11.3515625","11.3515625","9.390625","9.390625","9.390625","97.140625","97.140625","97.140625","11.484375","11.484375","11.484375"
"400","58.625","58.625","58.625","190.8125","190.8125","190.8125","11.515625","11.515625","11.515625","106.5703125","106.5703125","106.5703125","9.6640625","9.6640625","9.6640625","16.40625","16.40625","16.40625","9.4453125","9.4453125","9.4453125","9.28125","9.28125","9.28125","93.578125","93.578125","93.578125","11.53125","11.53125","11.53125"
"401","44.15625","44.15625","44.15625","79.9375","79.9375","79.9375","12.171875","12.171875","12.171875","31.890625","31.890625","31.890625","10","10","10","200","200","200","11.7265625","11.7265625","11.7265625","55.28125","55.28125","55.28125","26.1875","26.1875","26.1875","9.3046875","9.3046875","9.3046875"
"402","46.2109375","46.2109375","46.2109375","27.8125","27.8125","27.8125","16.2421875","16.2421875","16.2421875","44.4375","44.4375","44.4375","9.484375","9.484375","9.484375","200","200","200","10.9296875","10.9296875","10.9296875","197.046875","197.046875","197.046875","22.4296875","22.4296875","22.4296875","9.3515625","9.3515625","9.3515625"
"403","47.578125","47.578125","47.578125","24.125","24.125","24.125","18.71875","18.71875","18.71875","97.0078125","97.0078125","97.0078125","9.5859375","9.5859375","9.5859375","199.8984375","199.8984375","199.8984375","10.765625","10.765625","10.765625","200","200","200","23.25","23.25","23.25","9.3046875","9.3046875","9.3046875"
"404","49.5078125","49.5078125","49.5078125","30.859375","30.859375","30.859375","20.4609375","20.4609375","20.4609375","38.2109375","38.2109375","38.2109375","9.640625","9.640625","9.640625","200","200","200","10.7109375","10.7109375","10.7109375","200","200","200","22.1015625","22.1015625","22.1015625","9.171875","9.171875","9.171875"
"405","39.1171875","39.1171875","39.1171875","101.7578125","101.7578125","101.7578125","28.265625","28.265625","28.265625","43.171875","43.171875","43.171875","9.765625","9.765625","9.765625","200","200","200","11.3359375","11.3359375","11.3359375","200","200","200","20.5859375","20.5859375","20.5859375","9.40625","9.40625","9.40625"
"406","17.890625","17.890625","17.890625","30.1015625","30.1015625","30.1015625","11.6875","11.6875","11.6875","24.90625","24.90625","24.90625","10.9453125","10.9453125","10.9453125","50.34375","50.34375","50.34375","12.3359375","12.3359375","12.3359375","152.34375","152.34375","152.34375","200","200","200","9.3359375","9.3359375","9.3359375"
"407","16.2265625","16.2265625","16.2265625","26","26","26","13.828125","13.828125","13.828125","58.8359375","58.8359375","58.8359375","11.296875","11.296875","11.296875","28.359375","28.359375","28.359375","13.3671875","13.3671875","13.3671875","200","200","200","200","200","200","9.3984375","9.3984375","9.3984375"
"408","19.9140625","19.9140625","19.9140625","31.8359375","31.8359375","31.8359375","13.8984375","13.8984375","13.8984375","80.6796875","80.6796875","80.6796875","10.984375","10.984375","10.984375","29.1796875","29.1796875","29.1796875","14.0390625","14.0390625","14.0390625","200","200","200","200","200","200","9.3984375","9.3984375","9.3984375"
"409","21.3046875","21.3046875","21.3046875","33.8359375","33.8359375","33.8359375","13.203125","13.203125","13.203125","66.59375","66.59375","66.59375","10.6328125","10.6328125","10.6328125","31.9921875","31.9921875","31.9921875","13.7265625","13.7265625","13.7265625","200","200","200","200","200","200","9.3046875","9.3046875","9.3046875"
"410","20.1875","20.1875","20.1875","33.328125","33.328125","33.328125","15.3515625","15.3515625","15.3515625","61.84375","61.84375","61.84375","10.421875","10.421875","10.421875","59.0625","59.0625","59.0625","14.2265625","14.2265625","14.2265625","151.296875","151.296875","151.296875","200","200","200","9.3046875","9.3046875","9.3046875"
"411","21.5","21.5","21.5","26.6796875","26.6796875","26.6796875","15.7734375","15.7734375","15.7734375","165.2890625","165.2890625","165.2890625","69.0390625","69.0390625","69.0390625","200","200","200","18.2734375","18.2734375","18.2734375","12.234375","12.234375","12.234375","14.953125","14.953125","14.953125","9.3515625","9.3515625","9.3515625"
"412","20.9296875","20.9296875","20.9296875","20.7890625","20.7890625","20.7890625","16.265625","16.265625","16.265625","152.796875","152.796875","152.796875","36.3984375","36.3984375","36.3984375","200","200","200","13.4765625","13.4765625","13.4765625","12.203125","12.203125","12.203125","15.234375","15.234375","15.234375","9.4296875","9.4296875","9.4296875"
"413","21.2265625","21.2265625","21.2265625","20.6875","20.6875","20.6875","21.6171875","21.6171875","21.6171875","197.5234375","197.5234375","197.5234375","18.3203125","18.3203125","18.3203125","200","200","200","20.3828125","20.3828125","20.3828125","12.0546875","12.0546875","12.0546875","22.1015625","22.1015625","22.1015625","9.3515625","9.3515625","9.3515625"
"414","20.8125","20.8125","20.8125","21.2109375","21.2109375","21.2109375","17.8515625","17.8515625","17.8515625","52.1015625","52.1015625","52.1015625","15.9140625","15.9140625","15.9140625","200","200","200","13.1953125","13.1953125","13.1953125","11.9765625","11.9765625","11.9765625","49.078125","49.078125","49.078125","9.390625","9.390625","9.390625"
"415","20.359375","20.359375","20.359375","18.1640625","18.1640625","18.1640625","14.4453125","14.4453125","14.4453125","68.578125","68.578125","68.578125","108.71875","108.71875","108.71875","200","200","200","20.53125","20.53125","20.53125","11.609375","11.609375","11.609375","47.0859375","47.0859375","47.0859375","9.40625","9.40625","9.40625"
"416","26.7109375","26.7109375","26.7109375","13.8671875","13.8671875","13.8671875","11.859375","11.859375","11.859375","13.5625","13.5625","13.5625","14.4765625","14.4765625","14.4765625","38.1953125","38.1953125","38.1953125","9.796875","9.796875","9.796875","199.96875","199.96875","199.96875","12.0078125","12.0078125","12.0078125","200","200","200"
"417","29.71875","29.71875","29.71875","13.28125","13.28125","13.28125","11.3125","11.3125","11.3125","15.8125","15.8125","15.8125","13.2421875","13.2421875","13.2421875","36.6796875","36.6796875","36.6796875","11.40625","11.40625","11.40625","198.1328125","198.1328125","198.1328125","12.8046875","12.8046875","12.8046875","200","200","200"
"418","26.546875","26.546875","26.546875","12.421875","12.421875","12.421875","12.203125","12.203125","12.203125","14.3046875","14.3046875","14.3046875","12.5390625","12.5390625","12.5390625","49.46875","49.46875","49.46875","9.4296875","9.4296875","9.4296875","196.5703125","196.5703125","196.5703125","14.578125","14.578125","14.578125","200","200","200"
"419","24.9609375","24.9609375","24.9609375","12.375","12.375","12.375","11.828125","11.828125","11.828125","14.8671875","14.8671875","14.8671875","14.90625","14.90625","14.90625","46.5546875","46.5546875","46.5546875","11.21875","11.21875","11.21875","196.671875","196.671875","196.671875","13.5625","13.5625","13.5625","200","200","200"
"420","29.5859375","29.5859375","29.5859375","11.8984375","11.8984375","11.8984375","11.953125","11.953125","11.953125","18.7734375","18.7734375","18.7734375","15.5703125","15.5703125","15.5703125","44.390625","44.390625","44.390625","9.4609375","9.4609375","9.4609375","200","200","200","13.875","13.875","13.875","200","200","200"
"421","13.0859375","13.0859375","13.0859375","14.125","14.125","14.125","10.2734375","10.2734375","10.2734375","11.25","11.25","11.25","10.328125","10.328125","10.328125","136.1953125","136.1953125","136.1953125","11.921875","11.921875","11.921875","93.546875","93.546875","93.546875","13.71875","13.71875","13.71875","11.5234375","11.5234375","11.5234375"
"422","15.765625","15.765625","15.765625","14.71875","14.71875","14.71875","10.3984375","10.3984375","10.3984375","11.625","11.625","11.625","9.8671875","9.8671875","9.8671875","132.5703125","132.5703125","132.5703125","11.984375","11.984375","11.984375","44.1953125","44.1953125","44.1953125","15.2421875","15.2421875","15.2421875","11.578125","11.578125","11.578125"
"423","14.1875","14.1875","14.1875","16","16","16","10.1875","10.1875","10.1875","13.7578125","13.7578125","13.7578125","9.640625","9.640625","9.640625","136.8671875","136.8671875","136.8671875","11.9375","11.9375","11.9375","69.3125","69.3125","69.3125","12.859375","12.859375","12.859375","11.546875","11.546875","11.546875"
"424","17.0234375","17.0234375","17.0234375","15.3359375","15.3359375","15.3359375","12.1484375","12.1484375","12.1484375","14.0859375","14.0859375","14.0859375","10.4765625","10.4765625","10.4765625","143.6015625","143.6015625","143.6015625","12.0546875","12.0546875","12.0546875","87.15625","87.15625","87.15625","13.90625","13.90625","13.90625","11.4140625","11.4140625","11.4140625"
"425","15.1015625","15.1015625","15.1015625","15.84375","15.84375","15.84375","11.84375","11.84375","11.84375","11.9453125","11.9453125","11.9453125","10.9921875","10.9921875","10.9921875","131.171875","131.171875","131.171875","12.015625","12.015625","12.015625","95.1796875","95.1796875","95.1796875","14.0625","14.0625","14.0625","11.5078125","11.5078125","11.5078125"
"426","28.6875","28.6875","28.6875","18.828125","18.828125","18.828125","24.90625","24.90625","24.90625","169.1328125","169.1328125","169.1328125","171.890625","171.890625","171.890625","13.46875","13.46875","13.46875","11.3671875","11.3671875","11.3671875","123.6796875","123.6796875","123.6796875","14.4453125","14.4453125","14.4453125","9.4453125","9.4453125","9.4453125"
"427","18.8203125","18.8203125","18.8203125","18.3125","18.3125","18.3125","62.1875","62.1875","62.1875","166.4453125","166.4453125","166.4453125","187.0390625","187.0390625","187.0390625","13.375","13.375","13.375","11.484375","11.484375","11.484375","105.3984375","105.3984375","105.3984375","11.2421875","11.2421875","11.2421875","9.375","9.375","9.375"
"428","24.125","24.125","24.125","16.3984375","16.3984375","16.3984375","25.734375","25.734375","25.734375","200","200","200","198.75","198.75","198.75","13.875","13.875","13.875","11.3828125","11.3828125","11.3828125","83.3671875","83.3671875","83.3671875","9.7421875","9.7421875","9.7421875","9.390625","9.390625","9.390625"
"429","20.9140625","20.9140625","20.9140625","15.140625","15.140625","15.140625","33.4140625","33.4140625","33.4140625","177.796875","177.796875","177.796875","198.9375","198.9375","198.9375","13.59375","13.59375","13.59375","10.828125","10.828125","10.828125","73.265625","73.265625","73.265625","9.6640625","9.6640625","9.6640625","9.4453125","9.4453125","9.4453125"
"430","25.125","25.125","25.125","15.6953125","15.6953125","15.6953125","24.78125","24.78125","24.78125","142.2265625","142.2265625","142.2265625","196.4296875","196.4296875","196.4296875","12.8984375","12.8984375","12.8984375","11.7265625","11.7265625","11.7265625","94.6796875","94.6796875","94.6796875","9.4296875","9.4296875","9.4296875","9.2890625","9.2890625","9.2890625"
"431","28.7734375","28.7734375","28.7734375","17.125","17.125","17.125","23.546875","23.546875","23.546875","11.7890625","11.7890625","11.7890625","10.890625","10.890625","10.890625","14.90625","14.90625","14.90625","12.0078125","12.0078125","12.0078125","12.4921875","12.4921875","12.4921875","200","200","200","9.3828125","9.3828125","9.3828125"
"432","40.15625","40.15625","40.15625","15.046875","15.046875","15.046875","24.4609375","24.4609375","24.4609375","11.375","11.375","11.375","10.90625","10.90625","10.90625","14.8515625","14.8515625","14.8515625","11.1484375","11.1484375","11.1484375","16.9296875","16.9296875","16.9296875","199.34375","199.34375","199.34375","9.296875","9.296875","9.296875"
"433","25.4453125","25.4453125","25.4453125","16.484375","16.484375","16.484375","36.4765625","36.4765625","36.4765625","11.171875","11.171875","11.171875","10.609375","10.609375","10.609375","15.203125","15.203125","15.203125","11.5859375","11.5859375","11.5859375","18.234375","18.234375","18.234375","198.2890625","198.2890625","198.2890625","9.4140625","9.4140625","9.4140625"
"434","23.5625","23.5625","23.5625","15.3515625","15.3515625","15.3515625","30.703125","30.703125","30.703125","11.203125","11.203125","11.203125","10.8359375","10.8359375","10.8359375","15.234375","15.234375","15.234375","11.34375","11.34375","11.34375","17.84375","17.84375","17.84375","198.703125","198.703125","198.703125","9.375","9.375","9.375"
"435","24.125","24.125","24.125","16.3203125","16.3203125","16.3203125","44.3515625","44.3515625","44.3515625","10.953125","10.953125","10.953125","11.2421875","11.2421875","11.2421875","16.3359375","16.3359375","16.3359375","10.75","10.75","10.75","18.5234375","18.5234375","18.5234375","196.8046875","196.8046875","196.8046875","9.421875","9.421875","9.421875"
"436","102.328125","102.328125","102.328125","21.234375","21.234375","21.234375","51.84375","51.84375","51.84375","10.7421875","10.7421875","10.7421875","10.2734375","10.2734375","10.2734375","17.953125","17.953125","17.953125","13.1953125","13.1953125","13.1953125","14.828125","14.828125","14.828125","200","200","200","9.4296875","9.4296875","9.4296875"
"437","87.515625","87.515625","87.515625","21.921875","21.921875","21.921875","23.8984375","23.8984375","23.8984375","10.765625","10.765625","10.765625","10.046875","10.046875","10.046875","18.5078125","18.5078125","18.5078125","14.984375","14.984375","14.984375","13.9765625","13.9765625","13.9765625","200","200","200","9.3671875","9.3671875","9.3671875"
"438","70.703125","70.703125","70.703125","27.328125","27.328125","27.328125","33.8125","33.8125","33.8125","10.8125","10.8125","10.8125","10.3359375","10.3359375","10.3359375","21.6484375","21.6484375","21.6484375","15.515625","15.515625","15.515625","16.203125","16.203125","16.203125","200","200","200","9.3515625","9.3515625","9.3515625"
"439","36.1875","36.1875","36.1875","38.53125","38.53125","38.53125","53.5","53.5","53.5","11.4609375","11.4609375","11.4609375","10.1640625","10.1640625","10.1640625","20.84375","20.84375","20.84375","15.3515625","15.3515625","15.3515625","16.984375","16.984375","16.984375","200","200","200","9.2265625","9.2265625","9.2265625"
"440","103.078125","103.078125","103.078125","28.390625","28.390625","28.390625","36.0390625","36.0390625","36.0390625","11.734375","11.734375","11.734375","9.90625","9.90625","9.90625","19.7265625","19.7265625","19.7265625","13.140625","13.140625","13.140625","18.3671875","18.3671875","18.3671875","200","200","200","9.3828125","9.3828125","9.3828125"
"441","23.5859375","23.5859375","23.5859375","13.5390625","13.5390625","13.5390625","12.078125","12.078125","12.078125","29.3671875","29.3671875","29.3671875","15.21875","15.21875","15.21875","15.1328125","15.1328125","15.1328125","14.921875","14.921875","14.921875","103.0390625","103.0390625","103.0390625","10.5546875","10.5546875","10.5546875","9.3828125","9.3828125","9.3828125"
"442","26.15625","26.15625","26.15625","12.4921875","12.4921875","12.4921875","11.9765625","11.9765625","11.9765625","97.8828125","97.8828125","97.8828125","16.5","16.5","16.5","14.65625","14.65625","14.65625","13.7109375","13.7109375","13.7109375","94.71875","94.71875","94.71875","11.7578125","11.7578125","11.7578125","9.2265625","9.2265625","9.2265625"
"443","29.875","29.875","29.875","12.203125","12.203125","12.203125","12.03125","12.03125","12.03125","104.328125","104.328125","104.328125","14.59375","14.59375","14.59375","14.078125","14.078125","14.078125","13.1875","13.1875","13.1875","81.7578125","81.7578125","81.7578125","11.2265625","11.2265625","11.2265625","9.390625","9.390625","9.390625"
"444","21.7109375","21.7109375","21.7109375","12.71875","12.71875","12.71875","11.828125","11.828125","11.828125","104.59375","104.59375","104.59375","14.2734375","14.2734375","14.2734375","14.3984375","14.3984375","14.3984375","15.9140625","15.9140625","15.9140625","51.734375","51.734375","51.734375","10.2421875","10.2421875","10.2421875","9.421875","9.421875","9.421875"
"445","23.8203125","23.8203125","23.8203125","11.75","11.75","11.75","11.484375","11.484375","11.484375","33.8359375","33.8359375","33.8359375","13.0703125","13.0703125","13.0703125","15.9921875","15.9921875","15.9921875","16.59375","16.59375","16.59375","34.796875","34.796875","34.796875","11.28125","11.28125","11.28125","9.40625","9.40625","9.40625"
"446","28.0390625","28.0390625","28.0390625","15.109375","15.109375","15.109375","154.3046875","154.3046875","154.3046875","21.4609375","21.4609375","21.4609375","164.28125","164.28125","164.28125","11.8515625","11.8515625","11.8515625","16.71875","16.71875","16.71875","12.1953125","12.1953125","12.1953125","28.5078125","28.5078125","28.5078125","9.34375","9.34375","9.34375"
"447","24.484375","24.484375","24.484375","15.40625","15.40625","15.40625","99.640625","99.640625","99.640625","18.0546875","18.0546875","18.0546875","196.65625","196.65625","196.65625","12.8671875","12.8671875","12.8671875","16.3671875","16.3671875","16.3671875","12.734375","12.734375","12.734375","22.5078125","22.5078125","22.5078125","9.3046875","9.3046875","9.3046875"
"448","26.453125","26.453125","26.453125","20.546875","20.546875","20.546875","178.3359375","178.3359375","178.3359375","21.84375","21.84375","21.84375","199.4765625","199.4765625","199.4765625","15.1953125","15.1953125","15.1953125","30.1484375","30.1484375","30.1484375","12.6796875","12.6796875","12.6796875","23.109375","23.109375","23.109375","9.2421875","9.2421875","9.2421875"
"449","25.8203125","25.8203125","25.8203125","21.5546875","21.5546875","21.5546875","167.6484375","167.6484375","167.6484375","22.8671875","22.8671875","22.8671875","178.4296875","178.4296875","178.4296875","101.4375","101.4375","101.4375","53.1484375","53.1484375","53.1484375","12.03125","12.03125","12.03125","64.609375","64.609375","64.609375","9.421875","9.421875","9.421875"
"450","23.3125","23.3125","23.3125","18.6328125","18.6328125","18.6328125","80.9375","80.9375","80.9375","19.265625","19.265625","19.265625","138.96875","138.96875","138.96875","116.7734375","116.7734375","116.7734375","45.6484375","45.6484375","45.6484375","12.40625","12.40625","12.40625","51.1484375","51.1484375","51.1484375","9.4453125","9.4453125","9.4453125"
"451","26.8984375","26.8984375","26.8984375","195.4375","195.4375","195.4375","12.5390625","12.5390625","12.5390625","14.0625","14.0625","14.0625","14.5","14.5","14.5","12.203125","12.203125","12.203125","11.6796875","11.6796875","11.6796875","10.046875","10.046875","10.046875","9.671875","9.671875","9.671875","9.46875","9.46875","9.46875"
"452","23.703125","23.703125","23.703125","188.8359375","188.8359375","188.8359375","14.1015625","14.1015625","14.1015625","15.2578125","15.2578125","15.2578125","15.5234375","15.5234375","15.5234375","12.1015625","12.1015625","12.1015625","11.796875","11.796875","11.796875","11.6015625","11.6015625","11.6015625","9.7578125","9.7578125","9.7578125","9.4140625","9.4140625","9.4140625"
"453","24.296875","24.296875","24.296875","200","200","200","17.21875","17.21875","17.21875","15.96875","15.96875","15.96875","178.609375","178.609375","178.609375","12.203125","12.203125","12.203125","11.8515625","11.8515625","11.8515625","10.0234375","10.0234375","10.0234375","9.8359375","9.8359375","9.8359375","9.3125","9.3125","9.3125"
"454","23.859375","23.859375","23.859375","200","200","200","14.7890625","14.7890625","14.7890625","16.3515625","16.3515625","16.3515625","18.140625","18.140625","18.140625","13.1015625","13.1015625","13.1015625","10.0625","10.0625","10.0625","11.34375","11.34375","11.34375","10.6640625","10.6640625","10.6640625","9.3671875","9.3671875","9.3671875"
"455","20.359375","20.359375","20.359375","200","200","200","13.640625","13.640625","13.640625","17.0625","17.0625","17.0625","16.3984375","16.3984375","16.3984375","13.546875","13.546875","13.546875","9.96875","9.96875","9.96875","11.03125","11.03125","11.03125","10.1875","10.1875","10.1875","9.40625","9.40625","9.40625"
"456","186.1328125","186.1328125","186.1328125","13.8515625","13.8515625","13.8515625","14.5078125","14.5078125","14.5078125","11.359375","11.359375","11.359375","192.453125","192.453125","192.453125","12.2265625","12.2265625","12.2265625","9.46875","9.46875","9.46875","31.7734375","31.7734375","31.7734375","12.5625","12.5625","12.5625","129.9453125","129.9453125","129.9453125"
"457","150.3125","150.3125","150.3125","11.609375","11.609375","11.609375","12.8359375","12.8359375","12.8359375","10.765625","10.765625","10.765625","200","200","200","11.671875","11.671875","11.671875","10.2890625","10.2890625","10.2890625","17.1796875","17.1796875","17.1796875","11.9609375","11.9609375","11.9609375","119.6328125","119.6328125","119.6328125"
"458","162.4375","162.4375","162.4375","10.8984375","10.8984375","10.8984375","13.6875","13.6875","13.6875","9.5078125","9.5078125","9.5078125","199.5234375","199.5234375","199.5234375","11.6953125","11.6953125","11.6953125","9.6875","9.6875","9.6875","11.5703125","11.5703125","11.5703125","14.40625","14.40625","14.40625","112.6640625","112.6640625","112.6640625"
"459","166.6484375","166.6484375","166.6484375","11.2890625","11.2890625","11.2890625","15.0078125","15.0078125","15.0078125","9.625","9.625","9.625","171.7890625","171.7890625","171.7890625","11.9296875","11.9296875","11.9296875","11.5078125","11.5078125","11.5078125","94.0859375","94.0859375","94.0859375","14.703125","14.703125","14.703125","131.203125","131.203125","131.203125"
"460","126.9765625","126.9765625","126.9765625","10.6953125","10.6953125","10.6953125","14.59375","14.59375","14.59375","9.515625","9.515625","9.515625","198.2109375","198.2109375","198.2109375","14.453125","14.453125","14.453125","11.265625","11.265625","11.265625","97.1171875","97.1171875","97.1171875","14.1640625","14.1640625","14.1640625","148.421875","148.421875","148.421875"
"461","27.3671875","27.3671875","27.3671875","15.3828125","15.3828125","15.3828125","9.9140625","9.9140625","9.9140625","200","200","200","17.921875","17.921875","17.921875","14.3515625","14.3515625","14.3515625","9.4921875","9.4921875","9.4921875","103.265625","103.265625","103.265625","13.0859375","13.0859375","13.0859375","11.4609375","11.4609375","11.4609375"
"462","47.421875","47.421875","47.421875","10.71875","10.71875","10.71875","9.6484375","9.6484375","9.6484375","200","200","200","15.0390625","15.0390625","15.0390625","12.8671875","12.8671875","12.8671875","9.46875","9.46875","9.46875","31.5","31.5","31.5","12.3125","12.3125","12.3125","11.5859375","11.5859375","11.5859375"
"463","33.34375","33.34375","33.34375","10.7421875","10.7421875","10.7421875","9.5078125","9.5078125","9.5078125","200","200","200","13.65625","13.65625","13.65625","13.15625","13.15625","13.15625","9.5546875","9.5546875","9.5546875","37.3984375","37.3984375","37.3984375","11.1953125","11.1953125","11.1953125","11.4765625","11.4765625","11.4765625"
"464","54.765625","54.765625","54.765625","12.65625","12.65625","12.65625","9.8046875","9.8046875","9.8046875","200","200","200","12.6875","12.6875","12.6875","13.1640625","13.1640625","13.1640625","9.578125","9.578125","9.578125","61.921875","61.921875","61.921875","12.3359375","12.3359375","12.3359375","11.59375","11.59375","11.59375"
"465","178.0078125","178.0078125","178.0078125","11.3515625","11.3515625","11.3515625","9.6953125","9.6953125","9.6953125","200","200","200","12.4609375","12.4609375","12.4609375","12.6484375","12.6484375","12.6484375","9.5078125","9.5078125","9.5078125","110.46875","110.46875","110.46875","13.890625","13.890625","13.890625","11.5390625","11.5390625","11.5390625"
"466","166.859375","166.859375","166.859375","9.4453125","9.4453125","9.4453125","14.4296875","14.4296875","14.4296875","13.4609375","13.4609375","13.4609375","11.96875","11.96875","11.96875","200","200","200","24.640625","24.640625","24.640625","11.40625","11.40625","11.40625","12.703125","12.703125","12.703125","9.3515625","9.3515625","9.3515625"
"467","119.4375","119.4375","119.4375","9.484375","9.484375","9.484375","13.9921875","13.9921875","13.9921875","12.84375","12.84375","12.84375","11.5546875","11.5546875","11.5546875","200","200","200","23.5078125","23.5078125","23.5078125","9.609375","9.609375","9.609375","12.2109375","12.2109375","12.2109375","9.3671875","9.3671875","9.3671875"
"468","125.5390625","125.5390625","125.5390625","9.5","9.5","9.5","14.09375","14.09375","14.09375","11.390625","11.390625","11.390625","12.2109375","12.2109375","12.2109375","199.890625","199.890625","199.890625","22.109375","22.109375","22.109375","11.9765625","11.9765625","11.9765625","11.7734375","11.7734375","11.7734375","9.4140625","9.4140625","9.4140625"
